ax,	ay,	az,	ox,	oy,	oz,	dz,	dv,	t
-3.3099e-01,	-3.6743e-01,	1.0037e+01,	-5.2029e-03,	-5.2098e-03,	4.1875e-03,	0.0000e+00,	0,	1460043938344037528,	417329481
-3.3694e-01,	-3.5911e-01,	1.0037e+01,	-4.2745e-03,	-5.7451e-03,	4.1737e-03,	0.0000e+00,	0,	1460043938346518761,	419810714
-3.3926e-01,	-3.5168e-01,	1.0048e+01,	-4.4701e-03,	-5.6894e-03,	3.3766e-03,	0.0000e+00,	0,	1460043938349049659,	422341612
-3.3364e-01,	-3.4820e-01,	1.0053e+01,	-5.5761e-03,	-6.0137e-03,	2.9209e-03,	0.0000e+00,	0,	1460043938351539183,	424831136
-3.3142e-01,	-3.4270e-01,	1.0028e+01,	-5.7895e-03,	-7.2236e-03,	3.0840e-03,	0.0000e+00,	0,	1460043938354018624,	427310577
-3.3442e-01,	-3.4226e-01,	9.9995e+00,	-5.6280e-03,	-7.7440e-03,	4.1254e-03,	0.0000e+00,	0,	1460043938356540814,	429832767
-3.2858e-01,	-3.5383e-01,	1.0006e+01,	-6.0258e-03,	-6.9101e-03,	4.9540e-03,	0.0000e+00,	0,	1460043938359025463,	432317416
-3.2515e-01,	-3.6345e-01,	1.0037e+01,	-6.3550e-03,	-5.9079e-03,	4.2419e-03,	0.0000e+00,	0,	1460043938361528112,	434820065
-3.2819e-01,	-3.6626e-01,	1.0059e+01,	-6.7123e-03,	-5.8798e-03,	2.8829e-03,	0.0000e+00,	0,	1460043938364041677,	437333630
-3.2771e-01,	-3.6230e-01,	1.0058e+01,	-6.9453e-03,	-6.5381e-03,	2.2649e-03,	0.0000e+00,	0,	1460043938366519326,	439811279
-3.2132e-01,	-3.5676e-01,	1.0041e+01,	-6.0658e-03,	-6.1457e-03,	2.1177e-03,	0.0000e+00,	0,	1460043938369035600,	442327553
-3.2161e-01,	-3.5370e-01,	1.0033e+01,	-4.3205e-03,	-4.8732e-03,	2.2849e-03,	0.0000e+00,	0,	1460043938371550666,	444842619
-3.2879e-01,	-3.5185e-01,	1.0043e+01,	-3.3459e-03,	-3.8982e-03,	4.0663e-03,	0.0000e+00,	0,	1460043938374026273,	447318226
-3.3079e-01,	-3.4650e-01,	1.0057e+01,	-4.0403e-03,	-3.0798e-03,	5.2123e-03,	0.0000e+00,	0,	1460043938376521547,	449813500
-3.2803e-01,	-3.3863e-01,	1.0061e+01,	-5.5309e-03,	-2.5921e-03,	3.4251e-03,	0.0000e+00,	0,	1460043938379052945,	452344898
-3.2707e-01,	-3.3507e-01,	1.0061e+01,	-6.4819e-03,	-2.8020e-03,	9.7945e-04,	0.0000e+00,	0,	1460043938381539511,	454831464
-3.2495e-01,	-3.3797e-01,	1.0057e+01,	-6.1767e-03,	-3.7972e-03,	-2.7966e-04,	0.0000e+00,	0,	1460043938384021660,	457313613
-3.1876e-01,	-3.4386e-01,	1.0043e+01,	-6.1271e-03,	-4.9652e-03,	7.0713e-04,	0.0000e+00,	0,	1460043938386535434,	459827387
-3.1497e-01,	-3.5052e-01,	1.0023e+01,	-6.7927e-03,	-5.4091e-03,	2.5381e-03,	0.0000e+00,	0,	1460043938389038416,	462330369
-3.2395e-01,	-3.5632e-01,	1.0022e+01,	-6.7820e-03,	-5.2532e-03,	3.1771e-03,	0.0000e+00,	0,	1460043938391526065,	464818018
-3.2972e-01,	-3.6271e-01,	1.0030e+01,	-5.8807e-03,	-5.3576e-03,	2.9382e-03,	0.0000e+00,	0,	1460043938394029714,	467321667
-3.2105e-01,	-3.6296e-01,	1.0035e+01,	-4.7905e-03,	-5.3086e-03,	2.7356e-03,	0.0000e+00,	0,	1460043938396538404,	469830357
-3.1240e-01,	-3.6047e-01,	1.0038e+01,	-4.0583e-03,	-5.2944e-03,	2.5478e-03,	0.0000e+00,	0,	1460043938399029011,	472320964
-3.2078e-01,	-3.5420e-01,	1.0042e+01,	-4.0789e-03,	-6.1617e-03,	1.3290e-03,	0.0000e+00,	0,	1460043938401538160,	474830113
-3.3408e-01,	-3.4655e-01,	1.0044e+01,	-5.1782e-03,	-7.1745e-03,	1.1423e-03,	0.0000e+00,	0,	1460043938404042225,	477334178
-3.4279e-01,	-3.4783e-01,	1.0042e+01,	-5.7712e-03,	-6.8821e-03,	3.2965e-03,	0.0000e+00,	0,	1460043938406540791,	479832744
-3.4346e-01,	-3.5718e-01,	1.0032e+01,	-5.6027e-03,	-5.6248e-03,	5.0806e-03,	0.0000e+00,	0,	1460043938409031232,	482323185
-3.3838e-01,	-3.7264e-01,	1.0016e+01,	-6.1252e-03,	-4.4922e-03,	4.9074e-03,	0.0000e+00,	0,	1460043938411554630,	484846583
-3.2969e-01,	-3.8370e-01,	1.0019e+01,	-6.7631e-03,	-4.3060e-03,	3.3596e-03,	0.0000e+00,	0,	1460043938414051696,	487343649
-3.2018e-01,	-3.7460e-01,	1.0043e+01,	-6.4849e-03,	-4.9958e-03,	2.7506e-03,	0.0000e+00,	0,	1460043938416534553,	489826506
-3.1180e-01,	-3.5867e-01,	1.0058e+01,	-6.5882e-03,	-5.5925e-03,	3.5717e-03,	0.0000e+00,	0,	1460043938419053285,	492345238
-3.1126e-01,	-3.5298e-01,	1.0054e+01,	-6.4614e-03,	-5.4486e-03,	4.2997e-03,	1.3476e-01,	1,	1460043938421570809,	494862762
-3.1723e-01,	-3.5697e-01,	1.0034e+01,	-6.0817e-03,	-4.7869e-03,	3.2206e-03,	0.0000e+00,	0,	1460043938424039416,	497331369
-3.2270e-01,	-3.6023e-01,	1.0017e+01,	-5.7245e-03,	-4.0998e-03,	2.4808e-03,	0.0000e+00,	0,	1460043938426558815,	499850768
-3.2086e-01,	-3.6131e-01,	1.0018e+01,	-5.5466e-03,	-4.1937e-03,	3.5673e-03,	0.0000e+00,	0,	1460043938429073214,	502365167
-3.1385e-01,	-3.5514e-01,	1.0024e+01,	-5.4419e-03,	-5.5086e-03,	4.6556e-03,	1.3475e-01,	1,	1460043938431555988,	504847941
-3.1529e-01,	-3.5451e-01,	1.0024e+01,	-6.1862e-03,	-6.0660e-03,	4.6890e-03,	0.0000e+00,	0,	1460043938434062011,	507353964
-3.2028e-01,	-3.5940e-01,	1.0045e+01,	-7.3158e-03,	-5.1788e-03,	3.6144e-03,	0.0000e+00,	0,	1460043938436574160,	509866113
-3.2238e-01,	-3.5338e-01,	1.0074e+01,	-7.3897e-03,	-4.8542e-03,	2.5991e-03,	0.0000e+00,	0,	1460043938439046309,	512338262
-3.2452e-01,	-3.3860e-01,	1.0072e+01,	-5.8309e-03,	-5.7524e-03,	3.1346e-03,	0.0000e+00,	0,	1460043938441565833,	514857786
-3.2591e-01,	-3.3199e-01,	1.0055e+01,	-4.0693e-03,	-5.8482e-03,	4.6323e-03,	0.0000e+00,	0,	1460043938444074565,	517366518
-3.2118e-01,	-3.4691e-01,	1.0040e+01,	-3.6823e-03,	-5.0423e-03,	4.7053e-03,	0.0000e+00,	0,	1460043938446546089,	519838042
-3.1701e-01,	-3.7517e-01,	1.0038e+01,	-4.0679e-03,	-4.1779e-03,	4.3990e-03,	0.0000e+00,	0,	1460043938449064613,	522356566
-3.1977e-01,	-3.8663e-01,	1.0048e+01,	-4.3277e-03,	-4.9410e-03,	4.8955e-03,	0.0000e+00,	0,	1460043938451558553,	524850506
-3.2046e-01,	-3.7115e-01,	1.0044e+01,	-5.6238e-03,	-6.8420e-03,	5.7313e-03,	0.0000e+00,	0,	1460043938454052160,	527344113
-3.1641e-01,	-3.5065e-01,	1.0025e+01,	-7.1380e-03,	-7.2959e-03,	5.8086e-03,	0.0000e+00,	0,	1460043938456565684,	529857637
-3.1752e-01,	-3.3886e-01,	1.0002e+01,	-6.7143e-03,	-5.7908e-03,	5.3627e-03,	0.0000e+00,	0,	1460043938459046583,	532338536
-3.2324e-01,	-3.4234e-01,	9.9905e+00,	-4.6767e-03,	-4.2935e-03,	4.7320e-03,	0.0000e+00,	0,	1460043938461565357,	534857310
-3.2937e-01,	-3.5298e-01,	9.9964e+00,	-3.8560e-03,	-4.4358e-03,	4.0754e-03,	0.0000e+00,	0,	1460043938464071756,	537363709
-3.3168e-01,	-3.6657e-01,	1.0022e+01,	-4.2968e-03,	-4.9767e-03,	2.9919e-03,	0.0000e+00,	0,	1460043938466546363,	539838316
-3.2476e-01,	-3.7570e-01,	1.0055e+01,	-5.1879e-03,	-4.5369e-03,	1.9472e-03,	0.0000e+00,	0,	1460043938469048304,	542340257
-3.1446e-01,	-3.7449e-01,	1.0072e+01,	-6.2950e-03,	-3.5530e-03,	1.6570e-03,	0.0000e+00,	0,	1460043938471578619,	544870572
-3.1433e-01,	-3.7757e-01,	1.0071e+01,	-7.3180e-03,	-3.5536e-03,	2.7313e-03,	0.0000e+00,	0,	1460043938474061809,	547353762
-3.2323e-01,	-3.9298e-01,	1.0056e+01,	-7.5405e-03,	-4.4714e-03,	3.9680e-03,	0.0000e+00,	0,	1460043938476523459,	549815412
-3.3282e-01,	-4.0313e-01,	1.0043e+01,	-6.6518e-03,	-5.3518e-03,	4.3432e-03,	0.0000e+00,	0,	1460043938479071399,	552363352
-3.3553e-01,	-3.9611e-01,	1.0037e+01,	-5.7471e-03,	-6.1734e-03,	4.2271e-03,	0.0000e+00,	0,	1460043938481562631,	554854584
-3.2598e-01,	-3.8660e-01,	1.0038e+01,	-5.7811e-03,	-6.8156e-03,	4.3200e-03,	0.0000e+00,	0,	1460043938484028280,	557320233
-3.1690e-01,	-3.8158e-01,	1.0032e+01,	-5.5290e-03,	-7.0371e-03,	4.9622e-03,	0.0000e+00,	0,	1460043938486565720,	559857673
-3.1300e-01,	-3.6982e-01,	1.0028e+01,	-4.6589e-03,	-6.4629e-03,	5.3515e-03,	0.0000e+00,	0,	1460043938489071952,	562363905
-3.2060e-01,	-3.5797e-01,	1.0029e+01,	-4.1818e-03,	-5.5661e-03,	4.6373e-03,	0.0000e+00,	0,	1460043938491520977,	564812930
-3.2653e-01,	-3.4784e-01,	1.0043e+01,	-4.5589e-03,	-6.1013e-03,	2.4668e-03,	0.0000e+00,	0,	1460043938494065625,	567357578
-3.2585e-01,	-3.4597e-01,	1.0058e+01,	-5.0581e-03,	-7.2958e-03,	1.9000e-03,	0.0000e+00,	0,	1460043938496570941,	569862894
-3.2920e-01,	-3.5473e-01,	1.0061e+01,	-4.8743e-03,	-7.9670e-03,	2.5912e-03,	0.0000e+00,	0,	1460043938499027173,	572319126
-3.2574e-01,	-3.6116e-01,	1.0052e+01,	-4.6678e-03,	-8.1511e-03,	3.1642e-03,	0.0000e+00,	0,	1460043938501526197,	574818150
-3.1142e-01,	-3.6595e-01,	1.0038e+01,	-5.1650e-03,	-7.4820e-03,	3.6739e-03,	0.0000e+00,	0,	1460043938504078262,	577370215
-3.0467e-01,	-3.6752e-01,	1.0044e+01,	-6.3749e-03,	-6.2587e-03,	3.8898e-03,	0.0000e+00,	0,	1460043938506521328,	579813281
-3.1013e-01,	-3.6150e-01,	1.0057e+01,	-7.2164e-03,	-6.0556e-03,	3.5212e-03,	0.0000e+00,	0,	1460043938509021893,	582313846
-3.1856e-01,	-3.5452e-01,	1.0055e+01,	-7.3714e-03,	-6.1428e-03,	3.6465e-03,	0.0000e+00,	0,	1460043938511546250,	584838203
-3.2385e-01,	-3.5606e-01,	1.0044e+01,	-6.4703e-03,	-5.0075e-03,	4.5594e-03,	1.3478e-01,	1,	1460043938514046233,	587338186
-3.3364e-01,	-3.7061e-01,	1.0045e+01,	-4.9908e-03,	-3.5300e-03,	4.9506e-03,	0.0000e+00,	0,	1460043938516523798,	589815751
-3.3860e-01,	-3.7574e-01,	1.0051e+01,	-5.3330e-03,	-3.5989e-03,	4.1890e-03,	0.0000e+00,	0,	1460043938519043739,	592335692
-3.3577e-01,	-3.7434e-01,	1.0042e+01,	-6.0158e-03,	-4.4303e-03,	3.3574e-03,	0.0000e+00,	0,	1460043938521549429,	594841382
-3.3248e-01,	-3.7010e-01,	1.0033e+01,	-6.1201e-03,	-4.9487e-03,	2.9619e-03,	1.3485e-01,	1,	1460043938524031245,	597323198
-3.3693e-01,	-3.5879e-01,	1.0032e+01,	-5.7837e-03,	-5.9600e-03,	2.9347e-03,	0.0000e+00,	0,	1460043938526544977,	599836930
-3.3678e-01,	-3.4700e-01,	1.0031e+01,	-5.4269e-03,	-7.9285e-03,	3.4281e-03,	0.0000e+00,	0,	1460043938529051209,	602343162
-3.3687e-01,	-3.4374e-01,	1.0039e+01,	-5.8787e-03,	-8.6210e-03,	3.6253e-03,	0.0000e+00,	0,	1460043938531521233,	604813186
-3.4105e-01,	-3.4862e-01,	1.0038e+01,	-7.0340e-03,	-7.8467e-03,	3.1216e-03,	0.0000e+00,	0,	1460043938534048423,	607340376
-3.4678e-01,	-3.6493e-01,	1.0017e+01,	-7.4134e-03,	-6.7568e-03,	2.5100e-03,	0.0000e+00,	0,	1460043938536551947,	609843900
-3.4878e-01,	-3.8282e-01,	1.0005e+01,	-5.8181e-03,	-5.7475e-03,	2.0698e-03,	0.0000e+00,	0,	1460043938539023263,	612315216
-3.4210e-01,	-3.8591e-01,	1.0016e+01,	-4.5752e-03,	-5.4950e-03,	3.4413e-03,	0.0000e+00,	0,	1460043938541545953,	614837906
-3.3427e-01,	-3.7277e-01,	1.0040e+01,	-4.3562e-03,	-6.3917e-03,	5.2569e-03,	0.0000e+00,	0,	1460043938544050602,	617342555
-3.2691e-01,	-3.5699e-01,	1.0050e+01,	-4.8815e-03,	-7.1623e-03,	4.9579e-03,	0.0000e+00,	0,	1460043938546530334,	619822287
-3.2220e-01,	-3.5464e-01,	1.0045e+01,	-5.6143e-03,	-7.2163e-03,	4.0147e-03,	0.0000e+00,	0,	1460043938549045441,	622337394
-3.2209e-01,	-3.6101e-01,	1.0043e+01,	-5.8247e-03,	-7.0212e-03,	4.2187e-03,	0.0000e+00,	0,	1460043938551524049,	624816002
-3.2776e-01,	-3.6215e-01,	1.0053e+01,	-4.9737e-03,	-6.6262e-03,	4.6512e-03,	0.0000e+00,	0,	1460043938554041406,	627333359
-3.3299e-01,	-3.6495e-01,	1.0051e+01,	-3.9568e-03,	-6.2461e-03,	3.8824e-03,	0.0000e+00,	0,	1460043938556552221,	629844174
-3.3205e-01,	-3.6820e-01,	1.0040e+01,	-3.7615e-03,	-6.0793e-03,	3.0923e-03,	0.0000e+00,	0,	1460043938559021245,	632313198
-3.2327e-01,	-3.7219e-01,	1.0038e+01,	-4.6329e-03,	-6.0135e-03,	2.8834e-03,	0.0000e+00,	0,	1460043938561525227,	634817180
-3.2068e-01,	-3.7012e-01,	1.0043e+01,	-5.4541e-03,	-5.5261e-03,	3.2771e-03,	0.0000e+00,	0,	1460043938564054876,	637346829
-3.2827e-01,	-3.6441e-01,	1.0055e+01,	-5.6514e-03,	-4.2272e-03,	4.4374e-03,	0.0000e+00,	0,	1460043938566537275,	639829228
-3.3038e-01,	-3.5596e-01,	1.0056e+01,	-5.4725e-03,	-2.8905e-03,	5.1142e-03,	0.0000e+00,	0,	1460043938569024465,	642316418
-3.2660e-01,	-3.4782e-01,	1.0039e+01,	-5.6326e-03,	-2.9463e-03,	4.7792e-03,	0.0000e+00,	0,	1460043938571540489,	644832442
-3.2253e-01,	-3.5499e-01,	1.0016e+01,	-5.5813e-03,	-4.7478e-03,	3.8666e-03,	0.0000e+00,	0,	1460043938574035680,	647327633
-3.2279e-01,	-3.6620e-01,	1.0015e+01,	-5.8700e-03,	-6.0962e-03,	3.3364e-03,	0.0000e+00,	0,	1460043938576532704,	649824657
-3.2340e-01,	-3.6581e-01,	1.0040e+01,	-6.2184e-03,	-5.9877e-03,	3.6346e-03,	0.0000e+00,	0,	1460043938579040644,	652332597
-3.2337e-01,	-3.5867e-01,	1.0055e+01,	-6.1524e-03,	-5.7929e-03,	4.1967e-03,	0.0000e+00,	0,	1460043938581546084,	654838037
-3.2455e-01,	-3.4966e-01,	1.0053e+01,	-6.0267e-03,	-4.9079e-03,	4.1236e-03,	0.0000e+00,	0,	1460043938584029192,	657321145
-3.3335e-01,	-3.4103e-01,	1.0047e+01,	-5.3258e-03,	-3.8288e-03,	3.7164e-03,	0.0000e+00,	0,	1460043938586550549,	659842502
-3.4606e-01,	-3.3986e-01,	1.0043e+01,	-4.9048e-03,	-4.3781e-03,	3.3451e-03,	0.0000e+00,	0,	1460043938589056531,	662348484
-3.5335e-01,	-3.5205e-01,	1.0037e+01,	-4.7622e-03,	-5.7773e-03,	3.0995e-03,	0.0000e+00,	0,	1460043938591538055,	664830008
-3.5445e-01,	-3.6324e-01,	1.0033e+01,	-3.9096e-03,	-7.7286e-03,	2.5046e-03,	0.0000e+00,	0,	1460043938594041329,	667333282
-3.4597e-01,	-3.6392e-01,	1.0036e+01,	-3.3717e-03,	-9.0399e-03,	1.6978e-03,	0.0000e+00,	0,	1460043938596568269,	669860222
-3.2930e-01,	-3.5805e-01,	1.0044e+01,	-3.9866e-03,	-8.7838e-03,	2.1163e-03,	0.0000e+00,	0,	1460043938599051168,	672343121
-3.1709e-01,	-3.5591e-01,	1.0064e+01,	-5.4492e-03,	-7.6834e-03,	2.4810e-03,	0.0000e+00,	0,	1460043938601540442,	674832395
-3.1629e-01,	-3.5954e-01,	1.0085e+01,	-5.4248e-03,	-6.8558e-03,	2.1327e-03,	0.0000e+00,	0,	1460043938604059257,	677351210
-3.3156e-01,	-3.7232e-01,	1.0087e+01,	-4.2389e-03,	-6.2052e-03,	1.8234e-03,	1.3475e-01,	1,	1460043938606566656,	679858609
-3.4703e-01,	-3.7102e-01,	1.0076e+01,	-3.5624e-03,	-6.0914e-03,	2.5324e-03,	0.0000e+00,	0,	1460043938609045597,	682337550
-3.4016e-01,	-3.4939e-01,	1.0064e+01,	-4.7181e-03,	-7.1991e-03,	3.4238e-03,	0.0000e+00,	0,	1460043938611564245,	684856198
-3.2163e-01,	-3.2815e-01,	1.0055e+01,	-6.1049e-03,	-8.2776e-03,	4.5343e-03,	0.0000e+00,	0,	1460043938614074269,	687366222
-3.1292e-01,	-3.2235e-01,	1.0061e+01,	-7.3440e-03,	-8.1077e-03,	4.8217e-03,	1.3475e-01,	1,	1460043938616558251,	689850204
-3.1975e-01,	-3.3219e-01,	1.0075e+01,	-8.4541e-03,	-6.6034e-03,	3.9275e-03,	0.0000e+00,	0,	1460043938619065817,	692357770
-3.2740e-01,	-3.5115e-01,	1.0077e+01,	-9.0777e-03,	-4.2589e-03,	2.0927e-03,	0.0000e+00,	0,	1460043938621576674,	694868627
-3.3580e-01,	-3.5605e-01,	1.0062e+01,	-8.9302e-03,	-3.1716e-03,	1.2453e-03,	0.0000e+00,	0,	1460043938624049490,	697341443
-3.3853e-01,	-3.5219e-01,	1.0040e+01,	-9.0086e-03,	-3.2698e-03,	1.6281e-03,	0.0000e+00,	0,	1460043938626574972,	699866925
-3.3560e-01,	-3.5393e-01,	1.0027e+01,	-8.8879e-03,	-3.9933e-03,	2.0641e-03,	0.0000e+00,	0,	1460043938629085745,	702377698
-3.3222e-01,	-3.6048e-01,	1.0010e+01,	-8.2342e-03,	-4.0424e-03,	2.7727e-03,	0.0000e+00,	0,	1460043938631551020,	704842973
-3.2698e-01,	-3.6306e-01,	9.9954e+00,	-7.7021e-03,	-3.0862e-03,	3.5944e-03,	0.0000e+00,	0,	1460043938634066585,	707358538
-3.3479e-01,	-3.6799e-01,	1.0002e+01,	-7.3474e-03,	-3.2360e-03,	3.2691e-03,	0.0000e+00,	0,	1460043938636586900,	709878853
-3.4584e-01,	-3.7178e-01,	1.0011e+01,	-6.9240e-03,	-4.1524e-03,	2.3190e-03,	0.0000e+00,	0,	1460043938639057716,	712349669
-3.4372e-01,	-3.6970e-01,	1.0014e+01,	-5.9306e-03,	-5.5812e-03,	1.6242e-03,	0.0000e+00,	0,	1460043938641569198,	714861151
-3.3461e-01,	-3.6037e-01,	1.0003e+01,	-4.6235e-03,	-7.7724e-03,	1.3341e-03,	0.0000e+00,	0,	1460043938644055139,	717347092
-3.3200e-01,	-3.4003e-01,	9.9849e+00,	-4.5152e-03,	-9.3378e-03,	9.9247e-04,	0.0000e+00,	0,	1460043938646566871,	719858824
-3.3953e-01,	-3.2228e-01,	9.9856e+00,	-4.4149e-03,	-9.3726e-03,	2.0815e-03,	0.0000e+00,	0,	1460043938649074145,	722366098
-3.4538e-01,	-3.3031e-01,	1.0008e+01,	-4.1989e-03,	-9.0403e-03,	3.4085e-03,	0.0000e+00,	0,	1460043938651525210,	724817163
-3.4042e-01,	-3.4949e-01,	1.0035e+01,	-4.3578e-03,	-8.2739e-03,	3.0373e-03,	0.0000e+00,	0,	1460043938654025026,	727316979
-3.3701e-01,	-3.6066e-01,	1.0055e+01,	-4.6891e-03,	-7.3844e-03,	1.4283e-03,	0.0000e+00,	0,	1460043938656578383,	729870336
-3.3837e-01,	-3.6539e-01,	1.0062e+01,	-5.1251e-03,	-6.5256e-03,	6.8973e-04,	0.0000e+00,	0,	1460043938659058365,	732350318
-3.3278e-01,	-3.6419e-01,	1.0068e+01,	-5.2380e-03,	-5.9030e-03,	6.5560e-04,	0.0000e+00,	0,	1460043938661526597,	734818550
-3.3278e-01,	-3.5811e-01,	1.0076e+01,	-5.6371e-03,	-5.7793e-03,	1.0592e-03,	0.0000e+00,	0,	1460043938664067038,	737358991
-3.4257e-01,	-3.5801e-01,	1.0080e+01,	-5.4632e-03,	-5.6871e-03,	1.6146e-03,	0.0000e+00,	0,	1460043938666532478,	739824431
-3.4949e-01,	-3.6653e-01,	1.0073e+01,	-4.4699e-03,	-5.5772e-03,	2.3687e-03,	0.0000e+00,	0,	1460043938669033919,	742325872
-3.4594e-01,	-3.7254e-01,	1.0056e+01,	-3.2325e-03,	-6.1902e-03,	2.9423e-03,	0.0000e+00,	0,	1460043938671573942,	744865895
-3.3626e-01,	-3.7137e-01,	1.0044e+01,	-3.1130e-03,	-6.5434e-03,	3.1553e-03,	0.0000e+00,	0,	1460043938674039925,	747331878
-3.2314e-01,	-3.5738e-01,	1.0034e+01,	-4.3260e-03,	-6.5064e-03,	3.6773e-03,	0.0000e+00,	0,	1460043938676524407,	749816360
-3.0956e-01,	-3.4461e-01,	1.0024e+01,	-5.9545e-03,	-6.3512e-03,	5.3478e-03,	0.0000e+00,	0,	1460043938679074722,	752366675
-3.1201e-01,	-3.5158e-01,	1.0015e+01,	-6.7407e-03,	-6.3973e-03,	6.7600e-03,	0.0000e+00,	0,	1460043938681543455,	754835408
-3.1993e-01,	-3.5731e-01,	1.0025e+01,	-6.0524e-03,	-6.2940e-03,	6.5594e-03,	0.0000e+00,	0,	1460043938684024687,	757316640
-3.2179e-01,	-3.5360e-01,	1.0047e+01,	-5.0088e-03,	-5.8472e-03,	6.4627e-03,	0.0000e+00,	0,	1460043938686537544,	759829497
-3.1985e-01,	-3.5152e-01,	1.0047e+01,	-4.6374e-03,	-5.4090e-03,	7.0205e-03,	0.0000e+00,	0,	1460043938689080609,	762372562
-3.1713e-01,	-3.5050e-01,	1.0031e+01,	-4.8648e-03,	-5.4024e-03,	7.5171e-03,	0.0000e+00,	0,	1460043938691530925,	764822878
-3.1359e-01,	-3.5880e-01,	1.0018e+01,	-5.2661e-03,	-5.7584e-03,	7.7739e-03,	0.0000e+00,	0,	1460043938694031032,	767322985
-3.1228e-01,	-3.7533e-01,	1.0015e+01,	-5.3606e-03,	-6.1816e-03,	8.0704e-03,	0.0000e+00,	0,	1460043938696548973,	769840926
-3.1772e-01,	-3.8897e-01,	1.0029e+01,	-4.4019e-03,	-5.9063e-03,	7.2149e-03,	1.3480e-01,	1,	1460043938699043247,	772335200
-3.1846e-01,	-3.9206e-01,	1.0037e+01,	-2.6164e-03,	-5.9157e-03,	5.3406e-03,	0.0000e+00,	0,	1460043938701527979,	774819932
-3.1625e-01,	-3.8432e-01,	1.0029e+01,	-1.9934e-03,	-6.4897e-03,	4.0112e-03,	0.0000e+00,	0,	1460043938704049002,	777340955
-3.1575e-01,	-3.7610e-01,	1.0006e+01,	-3.9036e-03,	-6.9134e-03,	4.4245e-03,	0.0000e+00,	0,	1460043938706544776,	779836729
-3.1163e-01,	-3.8150e-01,	1.0002e+01,	-6.2379e-03,	-7.0773e-03,	6.9610e-03,	1.3480e-01,	1,	1460043938709034967,	782326920
-3.0796e-01,	-3.9038e-01,	1.0014e+01,	-6.9569e-03,	-7.6697e-03,	8.4916e-03,	0.0000e+00,	0,	1460043938711550199,	784842152
-3.0604e-01,	-3.9041e-01,	1.0035e+01,	-7.0384e-03,	-7.9862e-03,	7.3813e-03,	0.0000e+00,	0,	1460043938714053306,	787345259
-3.0826e-01,	-3.8442e-01,	1.0047e+01,	-7.5287e-03,	-7.5700e-03,	5.9641e-03,	0.0000e+00,	0,	1460043938716525913,	789817866
-3.1316e-01,	-3.7360e-01,	1.0053e+01,	-8.0052e-03,	-6.8235e-03,	5.6611e-03,	0.0000e+00,	0,	1460043938719057979,	792349932
-3.1047e-01,	-3.6872e-01,	1.0064e+01,	-7.6534e-03,	-5.9399e-03,	6.2596e-03,	0.0000e+00,	0,	1460043938721561544,	794853497
-2.9513e-01,	-3.7693e-01,	1.0070e+01,	-6.4712e-03,	-5.5999e-03,	6.4247e-03,	0.0000e+00,	0,	1460043938724027152,	797319105
-2.7915e-01,	-3.8413e-01,	1.0069e+01,	-5.8141e-03,	-5.8375e-03,	5.5191e-03,	0.0000e+00,	0,	1460043938726550092,	799842045
-2.8227e-01,	-3.8362e-01,	1.0060e+01,	-5.3516e-03,	-6.9304e-03,	4.4679e-03,	0.0000e+00,	0,	1460043938729064991,	802356944
-2.9526e-01,	-3.8553e-01,	1.0052e+01,	-5.0821e-03,	-7.8593e-03,	4.1943e-03,	0.0000e+00,	0,	1460043938731534348,	804826301
-2.9746e-01,	-3.9612e-01,	1.0051e+01,	-5.2703e-03,	-7.6522e-03,	4.7059e-03,	0.0000e+00,	0,	1460043938734049622,	807341575
-2.8991e-01,	-3.9943e-01,	1.0039e+01,	-5.7679e-03,	-6.6125e-03,	4.8972e-03,	0.0000e+00,	0,	1460043938736540187,	809832140
-2.8251e-01,	-4.0295e-01,	1.0025e+01,	-5.6472e-03,	-5.0698e-03,	4.8158e-03,	0.0000e+00,	0,	1460043938739040753,	812332706
-2.8236e-01,	-4.0228e-01,	1.0020e+01,	-4.9831e-03,	-3.6360e-03,	4.5757e-03,	0.0000e+00,	0,	1460043938741557902,	814849855
-3.0362e-01,	-3.5796e-01,	1.0020e+01,	-5.4760e-03,	-3.0047e-03,	4.1020e-03,	0.0000e+00,	0,	1460043938744031176,	817323129
-3.1533e-01,	-3.1519e-01,	1.0023e+01,	-7.3258e-03,	-3.7933e-03,	3.8088e-03,	0.0000e+00,	0,	1460043938746527200,	819819153
-3.2633e-01,	-3.3489e-01,	1.0047e+01,	-8.7651e-03,	-5.2258e-03,	3.5314e-03,	0.0000e+00,	0,	1460043938749060265,	822352218
-3.5682e-01,	-3.9511e-01,	1.0071e+01,	-8.6931e-03,	-6.5169e-03,	3.0392e-03,	0.0000e+00,	0,	1460043938751534497,	824826450
-3.5437e-01,	-4.3764e-01,	1.0092e+01,	-6.8125e-03,	-7.8059e-03,	2.7477e-03,	0.0000e+00,	0,	1460043938754029063,	827321016
-3.2183e-01,	-4.3816e-01,	1.0102e+01,	-4.3329e-03,	-8.0227e-03,	3.3456e-03,	0.0000e+00,	0,	1460043938756549920,	829841873
-3.0768e-01,	-4.1032e-01,	1.0096e+01,	-3.3883e-03,	-7.3333e-03,	4.6725e-03,	0.0000e+00,	0,	1460043938759035902,	832327855
-3.2596e-01,	-3.4358e-01,	1.0079e+01,	-3.3859e-03,	-7.4068e-03,	5.2541e-03,	0.0000e+00,	0,	1460043938761537426,	834829379
